Track,Album Name,Artist,Release Date,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Playlist Reach,Apple Music Playlist Count,SiriusXM Spins,Deezer Playlist Count,Amazon Playlist Count,Shazam Counts,Explicit Track
Hello,Hello,Adele,2015-10-23,1550553401.0,140637.0,42531792.0,1006781.0,288.0,119.0,166.0,40.0,11659524.0,0
HAY LUPITA,HAY LUPITA  Single,Lomiiel,2024-03-28,22692011.0,1996.0,19217759.0,5782251.0,13.0,86.0,4.0,17.0,516845.0,0
Gatita,Gatita,Bellakath,2022-05-10,218661601.0,25714.0,8048259.0,324051.0,8.0,600.0,3.0,24.0,873692.0,0
World on Fire,NATE SMITH DELUXE,Nate Smith,2023-04-28,100360956.0,15383.0,9521311.0,97746040.0,19.0,37.0,6.0,17.0,415236.0,0
Love You Anyway,Love You Anyway,Luke Combs,2023-10-02,164507374.0,29896.0,7920265.0,389278042.0,20.0,4.0,2.0,23.0,624045.0,0
MOJABI GHOST,DATA,Tainy,2023-06-29,368429447.0,46625.0,20677828.0,638649904.0,52.0,49.0,11.0,10.0,715485.0,1
N95,Mr Morale  The Big Steppers,Kendrick Lamar,2022-05-13,426936498.0,118020.0,24734503.0,1303000868.0,48.0,122.0,21.0,45.0,1452569.0,1
Niagara Falls Foot or 2 with Travis Scott  21 Savage,HEROES  VILLAINS,Metro Boomin,2022-02-12,325654069.0,108296.0,18764224.0,7326120.0,15.0,86.0,4.0,6.0,660445.0,1
Volv,La msica de Gina Yei ConTodoElCoraznYMs Banda Sono,Didi Romero,2023-11-01,47586.0,60.0,2805.0,560891372.0,28.0,86.0,15.0,17.0,136.0,0
Youre Really Funny,Rly Funny  EP,Crocodyle,2022-11-11,239850720.0,9.0,31.0,97746040.0,28.0,86.0,15.0,17.0,45.0,0
Papercut,Papercuts,Linkin Park,2024-12-04,497285757.0,4.0,466.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Earned It Fifty Shades Of Grey,Fifty Shades Of Grey Original Motion Picture Soundtrack,The Weeknd,2015-10-02,1667089416.0,97707.0,24754802.0,203635578.0,26.0,91.0,11.0,20.0,854584.0,1
Gucci Gang,Gucci Gang,Lil Pump,2017-08-31,648757330.0,66961.0,13429975.0,200186337.0,62.0,6.0,20.0,5.0,2724063.0,1
La Bebe,LPM,Yng Lvcas,2021-12-24,255707376.0,35404.0,4489095.0,97746040.0,4.0,44.0,15.0,2.0,1296219.0,1
Jaded,Endless Summer Vacation,Miley Cyrus,2023-10-03,173349210.0,22117.0,9481406.0,24140873.0,40.0,416.0,41.0,20.0,854584.0,1
Bye,Bye,Peso Pluma,2023-05-26,252239644.0,24974.0,6379185.0,97746040.0,35.0,86.0,3.0,11.0,415733.0,1
Ld,Deaf 2 Society,Luclover,2022-04-22,34621941.0,15846.0,2877860.0,86746342.0,1.0,734.0,2.0,3.0,539017.0,1
Wolves,Wolves,Selena Gomez,2017-10-25,1358424406.0,123735.0,33188573.0,360395375.0,116.0,14.0,53.0,33.0,7290982.0,0
Scars To Your Beautiful,KnowItAll,Alessia Cara,2015-11-13,1422563654.0,129568.0,38951634.0,461321746.0,138.0,288.0,39.0,26.0,113684.0,0
FRIENDS,FRIENDS,V,2024-03-15,196612187.0,3800.0,44868049.0,119265847.0,16.0,95.0,33.0,11.0,226475.0,0
Surface Pressure,Encanto Original Motion Picture Soundtrack,Jessica Darrow,2021-11-19,318018082.0,41062.0,14552186.0,67010140.0,35.0,155.0,1.0,18.0,466130.0,0
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,2024-05-30,25593926.0,1247.0,63521139.0,97746040.0,18.0,86.0,10.0,9.0,33433.0,0
Praise God,Donda,Kanye West,2021-08-29,451323154.0,143071.0,22968843.0,144247309.0,24.0,182.0,10.0,25.0,3075257.0,0
Friesenjung,Friesenjung,Ski Aggu,2023-05-25,150508549.0,70377.0,9755773.0,54635920.0,24.0,86.0,12.0,4.0,703536.0,1
El Azul,El Azul  Single,Junior H,2023-10-02,684103586.0,42304.0,22784674.0,445229053.0,37.0,2.0,4.0,9.0,764296.0,0
EARFQUAKE,IGOR,Tyler The Creator,2019-05-17,962546385.0,198786.0,34308753.0,14944702.0,106.0,1.0,52.0,38.0,1242490.0,1
Ya Suprame En V,Ya Suprame En Vivo  Si,Grupo Firme,2021-08-13,347218974.0,34933.0,16279085.0,59180203.0,23.0,312.0,2.0,38.0,1337426.0,0
if u think im pretty,if u think im pretty,Artemas,2023-10-24,219995278.0,26538.0,17112526.0,17454770.0,18.0,42.0,12.0,10.0,757462.0,1
Fin de Semana,Fin de Semana,Oscar Maydon,2023-01-13,568846143.0,38126.0,18723665.0,97746040.0,25.0,86.0,4.0,8.0,896673.0,0
Everybody feat Lil Uzi Vert,Pink Friday 2,Nicki Minaj,2023-07-12,114947522.0,1384.0,280996.0,97746040.0,10.0,86.0,15.0,17.0,854584.0,0
Every Breath You Take,Learned from Love,Bonnie Kimmel,2017-05-26,239850720.0,32312.5,13264111.5,97746040.0,28.0,86.0,15.0,17.0,171902000.0,0
My Oh My feat DaBaby,Romance,Camila Cabello,2019-06-12,703865912.0,78873.0,23552368.0,262934830.0,74.0,170.0,41.0,21.0,3703911.0,0
Forever After All,What You See Aint Always What You Get Deluxe Edition,Luke Combs,2020-10-23,472886929.0,66543.0,14596512.0,523499656.0,71.0,35.0,9.0,22.0,1332172.0,0
Fried She a Vibe,WE DONT TRUST YOU,Future,2024-03-22,33224742.0,8465.0,12808538.0,125856157.0,8.0,86.0,1.0,8.0,232391.0,1
123 Song,123 Song,D Billions,2019-10-23,628692.0,98.0,14910.0,97746040.0,28.0,86.0,15.0,17.0,9438.0,0
Hello feat A Boogie Wit da Hoodie,Shoot For The Stars Aim For The Moon Deluxe,Pop Smoke,2020-07-20,578061816.0,190490.0,26875379.0,4811371.0,28.0,121.0,10.0,17.0,2481910.0,1
Numb,Numb,Marshmello,2022-10-06,401066217.0,70661.0,51920160.0,2605082758.0,79.0,2585.0,51.0,59.0,2292241.0,0
Ojapiano,Ojapiano  Single,KCee,2023-03-06,27444985.0,8182.0,3092737.0,97746040.0,18.0,11.0,1.0,4.0,1476897.0,0
Area Codes,Area Codes,Kaliii,2023-03-17,228240866.0,33819.0,27729274.0,501704711.0,37.0,1642.0,5.0,33.0,1338659.0,1
Medallo,Hecho En Medell,Blessd,2021-10-27,452087681.0,66494.0,24042564.0,367804074.0,53.0,145.0,13.0,13.0,1414880.0,1
Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,2020-02-09,12933566.0,1887.0,331053.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,2013-01-01,2541833602.0,369150.0,165607442.0,2161449.0,231.0,171.0,91.0,70.0,16496792.0,0
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,2022-01-12,511421362.0,37923.0,17851037.0,57.0,24.0,5.0,9.0,8.0,739587.0,1
In Ha Mood,In Ha Mood,Ice Spice,2023-06-01,190126590.0,39734.0,15519701.0,44538105.0,47.0,2376.0,14.0,36.0,1093911.0,1
POR QU SE,POR QU SE,Grupo Frontera,2024-09-05,29906024.0,1596.0,46272988.0,5110923.0,14.0,86.0,9.0,23.0,151296.0,0
ALL MINE,WASTELAND,Brent Faiyaz,2022-08-07,315014005.0,61987.0,22567278.0,57858388.0,27.0,21.0,3.0,23.0,1112722.0,1
Let Me Know I Wonder Why Freestyle,Sucker,Juice WRLD,2019-01-07,503584339.0,126610.0,15066503.0,5351849.0,14.0,86.0,5.0,2.0,1953038.0,1
The Night We Met,The Night We Met,Lord Huron,2015-09-02,2097181065.0,286668.0,123211490.0,7770380.0,78.0,43.0,49.0,44.0,8832956.0,0
Playa Del Ingl,Playa Del Ingls  Si,Quevedo,2022-12-15,347558532.0,68744.0,34228107.0,6739337.0,18.0,9.0,19.0,27.0,687719.0,0
BOOSHUT,BOOSHUT,PIGGS,2023-03-24,29649.0,41.0,1972.0,97746040.0,28.0,86.0,15.0,17.0,1847.0,0
HOLA PERDIDA REMIX,HOLA PERDIDA REMIX,Luck Ra,2024-05-31,8981282.0,873.0,40161269.0,18880887.0,14.0,86.0,29.0,11.0,17326.0,0
Talk,Talk,Yeat,2022-02-09,242057987.0,77898.0,8717113.0,92497.0,10.0,7.0,1.0,11.0,999699.0,1
Now And Then,Now And Then,The Beatles,2023-02-11,66843778.0,23455.0,13808666.0,1532321384.0,36.0,5.0,34.0,38.0,808129.0,0
Sign on the Door,Sign on the Door,Dora Lachaise,2023-03-29,239850720.0,4.0,267.0,97746040.0,28.0,86.0,15.0,17.0,7.0,0
For Life feat Zak Abel  Nile Rodgers,For Life feat Zak Abel  Nile Rodgers,Kygo,2024-04-19,36844307.0,4216.0,90998184.0,97746040.0,71.0,27.0,71.0,27.0,226744.0,0
Kya Loge Tum,Kya Loge Tum,B Praak,2023-05-15,89701636.0,2561.0,1939449.0,85756632.0,3.0,86.0,15.0,5.0,104287.0,0
California Breeze,Its Only Me,Lil Baby,2022-10-14,116994951.0,45626.0,8408366.0,210645964.0,44.0,200.0,5.0,1.0,671214.0,1
Nonstop,Scorpion,Drake,2018-06-29,1118459427.0,175188.0,51548109.0,2107447.0,147.0,107.0,28.0,30.0,4021390.0,1
LOVE DIVE,LOVE DIVE,IVE,2022-05-04,397988770.0,28165.0,11131897.0,189613465.0,31.0,78.0,7.0,10.0,468601.0,0
Alucin,Alucin,Eugenio Esquivel,2023-11-17,207103587.0,16933.0,25825570.0,83238337.0,14.0,5.0,26.0,3.0,705754.0,1
Go Stupid,Go Stupid,Polo G,2020-02-14,416388749.0,112485.0,21170575.0,7278941.0,27.0,125.0,11.0,11.0,1046790.0,1
